COMUNE;PROVINCIA;REGIONE;NOME LOCALITA';ABITANTI LOCALITA';QUOTA LOCALITA';ID FEATURE;CODICE LOCALITA'
SANTADI;CARBONIA IGLESIAS;Sardegna;IS SCANUS;12;144;1018;2015
SANTADI;CARBONIA IGLESIAS;Sardegna;IS SCATTAS;68;132;1083;2016
SANTADI;CARBONIA IGLESIAS;Sardegna;IS SINZUS;74;145;1061;2017
SANTADI;CARBONIA IGLESIAS;Sardegna;IS VACCAS;22;125;1063;2018
SANTADI;CARBONIA IGLESIAS;Sardegna;IS XIANAS;11;200;1016;2019
SANTADI;CARBONIA IGLESIAS;Sardegna;MORIMENTA DE BASCIU;22;151;1058;2020
SANTADI;CARBONIA IGLESIAS;Sardegna;MORIMENTA DE SOSU;26;165;1062;2021
SANTADI;CARBONIA IGLESIAS;Sardegna;SANTADI;2378;135;1048;1001
SANTADI;CARBONIA IGLESIAS;Sardegna;TERRESOLI;451;127;1054;1002
SANT'ANNA ARRESI;CARBONIA IGLESIAS;Sardegna;IS CINUS;67;34;1111;2001
SANT'ANNA ARRESI;CARBONIA IGLESIAS;Sardegna;IS FADDAS;33;20;1103;2002
SANT'ANNA ARRESI;CARBONIA IGLESIAS;Sardegna;IS PALAS (CASE LINDRI);61;86;1107;2003
SANT'ANNA ARRESI;CARBONIA IGLESIAS;Sardegna;IS PEIS;51;14;1106;2004
SANT'ANNA ARRESI;CARBONIA IGLESIAS;Sardegna;IS PILLONIS;129;9;1114;2005
SANT'ANNA ARRESI;CARBONIA IGLESIAS;Sardegna;IS POTETTUS;21;6;1109;2006
SANT'ANNA ARRESI;CARBONIA IGLESIAS;Sardegna;IS SPIGAS;141;26;1112;2007
SANT'ANNA ARRESI;CARBONIA IGLESIAS;Sardegna;IS UCCHEDDUS;35;27;1100;2008
SANT'ANNA ARRESI;CARBONIA IGLESIAS;Sardegna;PANIESU;50;50;1095;2009
SANT'ANNA ARRESI;CARBONIA IGLESIAS;Sardegna;PORTOPINETTO;0;10;1115;2010
SANT'ANNA ARRESI;CARBONIA IGLESIAS;Sardegna;PORTO PINO;55;5;1118;1001
SANT'ANNA ARRESI;CARBONIA IGLESIAS;Sardegna;SANT'ANNA ARRESI;1630;77;1096;1002
SANT'ANNA ARRESI;CARBONIA IGLESIAS;Sardegna;SU CAMBUSCIU;25;4;1110;2011
SANT'ANTIOCO;CARBONIA IGLESIAS;Sardegna;IS LODDIS;52;2;1065;2001
SANT'ANTIOCO;CARBONIA IGLESIAS;Sardegna;IS PRUINIS;18;0;1090;2002
SANT'ANTIOCO;CARBONIA IGLESIAS;Sardegna;MALADROSCIA;34;2;1104;2003
SANT'ANTIOCO;CARBONIA IGLESIAS;Sardegna;MERCURI;0;50;1097;2004
SANT'ANTIOCO;CARBONIA IGLESIAS;Sardegna;PEONIA ROSA;0;0;1119;2005
SANT'ANTIOCO;CARBONIA IGLESIAS;Sardegna;SANT'ANTIOCO;12154;7;1068;1001
SANT'ANTIOCO;CARBONIA IGLESIAS;Sardegna;VILLAGGIO POLIFEMO;0;43;1101;2006
TRATALIAS;CARBONIA IGLESIAS;Sardegna;MEDAU IS LAIS;16;42;1017;2001
TRATALIAS;CARBONIA IGLESIAS;Sardegna;MEDAU TRACASI;48;55;1014;2002
TRATALIAS;CARBONIA IGLESIAS;Sardegna;TRATALIAS;975;30;1040;1001
TRATALIAS;CARBONIA IGLESIAS;Sardegna;TRATALIAS VECCHIA;49;30;1045;2003
VILLAMASSARGIA;CARBONIA IGLESIAS;Sardegna;FERROVIE DELLO STATO;44;112;864;2001
VILLAMASSARGIA;CARBONIA IGLESIAS;Sardegna;VILLAMASSARGIA;3417;121;881;1001
VILLAPERUCCIO;CARBONIA IGLESIAS;Sardegna;IS GRAZIAS;31;78;1025;2001
VILLAPERUCCIO;CARBONIA IGLESIAS;Sardegna;IS PIREDDAS;52;88;1038;2002
VILLAPERUCCIO;CARBONIA IGLESIAS;Sardegna;MATTA S'OLIA;48;90;1032;2003
VILLAPERUCCIO;CARBONIA IGLESIAS;Sardegna;TERRAZZU;44;64;1044;2004
VILLAPERUCCIO;CARBONIA IGLESIAS;Sardegna;VILLAPERUCCIO;934;68;1022;1001
